issn;e_issn;title;short_title;period;publisher
1431-9276;1435-8115;MICROSCOPY AND MICROANALYSIS;MICROSC MICROANAL;Bimonthly;CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473
1059-910X;1097-0029;MICROSCOPY RESEARCH AND TECHNIQUE;MICROSC RES TECH;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1028-3455;;MICROSCOPY SOCIETY OF SOUTHERN AFRICA PROCEEDINGS;;Annual;MICROSCOPY SOC SOUTHERN AFRICA, C/O DEPT ANATOMY, FACULTY VETERINARY SCIENCE, ONDERSTEPOORT, SOUTH AFRICA,110
0738-1085;1098-2752;MICROSURGERY;MICROSURGERY;Bimonthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0946-7076;1432-1858;MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS;MICROSYST TECHNOL;Monthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0026-2862;1095-9319;MICROVASCULAR RESEARCH;MICROVASC RES;Bimonthly;ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495
0895-2477;1098-2760;MICROWAVE AND OPTICAL TECHNOLOGY LETTERS;MICROW OPT TECHNOL LETT;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0192-6225;;MICROWAVE JOURNAL;;Monthly;HORIZON HOUSE PUBLICATIONS INC, 685 CANTON ST, NORWOOD, USA, MA, 02062
0026-3141;;MIDDLE EAST JOURNAL; THE;Quarterly;MIDDLE EAST INST, 1761 N ST NW, CIRCULATION DEPT, WASHINGTON, USA, DC, 20036-2882
0544-0440;;MIDDLE EAST JOURNAL OF ANESTHESIOLOGY;MIDDLE EAST J ANESTHESIOL;Tri-annual;AMER UNIV BEIRUT MEDICAL CENTER, ANESTHESIOLOGY DEPT, P O BOX 113-6044, BEIRUT, LEBANON, 00000
1061-1924;1475-4967;MIDDLE EAST POLICY;;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1475-262X;1475-2638;MIDDLE EASTERN LITERATURES;;Tri-annual;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0026-3206;;MIDDLE EASTERN STUDIES;MIDDLE EAST STUD;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1936-6019;;MIDSOUTH ENTOMOLOGIST;;Semiannual;MISSISSIPPI ENTOMOL ASSOC, MISSISSIPPI ENTOMOL MUSEUM, JACK T REED, SEC, BOX 9775, MISSISSIPPI STATE,USA, MS, 39762-9775
0026-3451;;MIDWEST QUARTERLY-A JOURNAL OF CONTEMPORARY THOUGHT; THE;Quarterly;PITTSBURG STATE UNIV, MIDWEST QUARTERLY, PITTSBURG, USA, KS, 66762
0266-6138;1532-3099;MIDWIFERY;MIDWIFERY;Quarterly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
0026-3648;;MIKOLOGIYA I FITOPATOLOGIYA;MIKOL FITOPATOL;Bimonthly;MEZHDUNARODNAYA KNIGA, 39 DIMITROVA UL., MOSCOW, RUSSIA, 113095
0374-9096;;MIKROBIYOLOJI BULTENI;MIKROBIYOL BUL;Quarterly;ANKARA MICROBIOLOGY SOC, HACETLEPE UNIV FACULTY MEDICINE DEPT MICROBIOLOGY, ANKARA, TURKEY, 06100
0026-3680;;MIKROKOSMOS;;Bimonthly;ELSEVIER GMBH, URBAN & FISCHER VERLAG, OFFICE JENA, P O BOX 100537, JENA, GERMANY, 07705
1424-9286;1424-9294;MILAN JOURNAL OF MATHEMATICS;;Annual;SPRINGER BASEL AG, PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052
0887-378X;1468-0009;MILBANK QUARTERLY;MILBANK Q;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
2193-2336;;MILITARGESCHICHTLICHE ZEITSCHRIFT;;Semiannual;WALTER DE GRUYTER GMBH, GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785
0026-4040;;MILITARY LAW REVIEW;MIL LAW REV;Quarterly;JUDGE ADVOCATE GENERALS SCHOOL, US ARMY, CHARLOTTESVILLE, USA, VA, 22903-1781
0026-4075;1930-613X;MILITARY MEDICINE;;Monthly;ASSOC MILITARY SURG US, 9320 OLD GEORGETOWN RD, BETHESDA, USA, MD, 20814
0275-5823;;MILITARY OPERATIONS RESEARCH;;Quarterly;MILITARY OPERATIONS RESEARCH SOC, 1703 N BEAUREGARD ST, STE 450, ALEXANDRIA, USA, VA, 22311-1717
0899-5605;1532-7876;MILITARY PSYCHOLOGY;MIL PSYCHOL;Bimonthly;AMER PSYCHOLOGICAL ASSOC, 750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242
1064-5586;;MILLENNIUM FILM JOURNAL;;Semiannual;MILLENNIUM FILM WORKSHOP INC, 66 EAST FOURTH ST, NEW YORK, USA, NY, 10003
0305-8298;;MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES;;Tri-annual;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1300-3984;;MILLI FOLKLOR;;Quarterly;MILLI FOLKLOR DERGISI, PK 336, ANKARA, TURKEY, YENISEHR, 06420
0026-4326;1094-348X;MILTON QUARTERLY;;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0076-8820;;MILTON STUDIES;;Annual;UNIV PITTSBURGH PRESS, 127 N BELLFIELD AVE, PITTSBURGH, USA, PA, 15260
0076-8839;;MILU;;Irregular;TIERPARK BERLIN-FRIEDRICHSFELDE GMBH, AM TIERPARK 125, BERLIN, GERMANY, D-10307
0160-5313;;MILWAUKEE PUBLIC MUSEUM CONTRIBUTIONS IN BIOLOGY AND GEOLOGY;CONTRIB BIOL GEOL;Irregular;MILWAUKEE PUBLIC MUSEUM, 800 W WELLS ST, MILWAUKEE, USA, WI, 53233
0026-4423;1460-2113;MIND;;Quarterly;OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP
0268-1064;1468-0017;MIND & LANGUAGE;MIND LANG;Bimonthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1751-2271;1751-228X;MIND BRAIN AND EDUCATION; BRAIN;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1074-9039;1532-7884;MIND CULTURE AND ACTIVITY; CULTURE;Quarterly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1868-8527;1868-8535;MINDFULNESS;MINDFULNESS (N Y);Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
0924-6495;1572-8641;MINDS AND MACHINES;;Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
1025-9112;1616-1068;MINE WATER AND THE ENVIRONMENT;;Quarterly;SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121
0882-7508;1547-7401;MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW;;Bimonthly;TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106
0369-2086;;MINERALIA SLOVACA;;Bimonthly;MINERALIA SLOVACA, JESENSKEHO 8, KOSICE, SLOVAKIA, 040 11
0026-4598;1432-1866;MINERALIUM DEPOSITA;;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0026-461X;;MINERALOGICAL MAGAZINE;MINERAL MAG;Bimonthly;MINERALOGICAL SOC, 12 BAYLIS MEWS, AMYAND PARK ROAD,, TWICKENHAM, ENGLAND, MIDDLESEX, TW1 3HQ
0930-0708;1438-1168;MINERALOGY AND PETROLOGY;;Bimonthly;SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201
2075-163X;;MINERALS;;Quarterly;MDPI AG, POSTFACH, BASEL, SWITZERLAND, CH-4005
0747-9182;;MINERALS & METALLURGICAL PROCESSING;;Quarterly;SOC MINING METALLURGY EXPLORATION INC, 12999 E ADAM AIRCRAFT CIRCLE, ENGLEWOOD, USA, CO, 80112
0892-6875;;MINERALS ENGINEERING;MINER. ENG.;Monthly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
0335-6566;;MINERAUX & FOSSILES;;Monthly;MINERAUX FOSSILES, 10, RUE DE MARIGNAN, PARIS, FRANCE, F-75008
1298-2938;;MINERAUX & FOSSILES HORS-SERIE;;Irregular;MINERAUX FOSSILES, 10, RUE DE MARIGNAN, PARIS, FRANCE, F-75008
0026-4695;1573-1871;MINERVA;MINERVA;Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
0375-9393;1827-1596;MINERVA ANESTESIOLOGICA;MINERVA ANESTESIOL;Monthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
1120-4826;1827-160X;MINERVA BIOTECNOLOGICA;MINERVA BIOTECNOL;Quarterly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4725;1827-1618;MINERVA CARDIOANGIOLOGICA;MINERVA CARDIOANGIOL;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4733;1827-1626;MINERVA CHIRURGICA;MINERVA CHIR;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0391-1977;1827-1634;MINERVA ENDOCRINOLOGICA;MINERVA ENDOCRINOL;Quarterly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4784;1827-1650;MINERVA GINECOLOGICA;MINERVA GINECOL;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4806;1827-1669;MINERVA MEDICA;MINERVA MED;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4911;;MINERVA ORTOPEDICA E TRAUMATOLOGICA;;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0026-4946;1827-1715;MINERVA PEDIATRICA;MINERVA PEDIATR;Bimonthly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
0393-2249;;MINERVA UROLOGICA E NEFROLOGICA;MINERVA UROL NEFROL;Quarterly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
1389-5575;1875-5607;MINI-REVIEWS IN MEDICINAL CHEMISTRY;MINI REV MED CHEM;Monthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1570-193X;1875-6298;MINI-REVIEWS IN ORGANIC CHEMISTRY;MINI REV ORG CHEM;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1364-5706;1365-2931;MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES;MINIM INVASIVE THER ALLIED TECHNOL;Bimonthly;INFORMA HEALTHCARE, TELEPHONE HOUSE, 69-77 PAUL STREET, LONDON, ENGLAND, EC2A 4LQ
0026-5535;;MINNESOTA LAW REVIEW;MINN LAW REV;Bimonthly;MINN LAW REVIEW FOUND, 229 19TH AVE SOUTH UNIV MINNESOTA, MINNEAPOLIS, USA, MN, 55455
0026-5667;;MINNESOTA REVIEW;;Semiannual;DUKE UNIV PRESS, 905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701
0076-9266;;MINNESOTA SYMPOSIA ON CHILD PSYCHOLOGY;;Annual;JOHN WILEY & SONS, THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO  19 8SQ
1040-0680;;MINNESOTA WILDLIFE REPORT;;Irregular;MINNESOTA DEPT NATURAL RESOURCES, 500 LAFAYETTE RD BOX 7, ST. PAUL, USA, MN, 55155-4001
0856-2806;;MIOMBO;;Irregular;WILDLIFE CONSERVATION SOC TANZANIA-WCST, P O BOX 70919, DAR ES SALAAM, TANZANIA, 00000
1819-754X;;MIRES AND PEAT;;Irregular;INT PEAT SOC, INT PEAT SOC, DUNDEE, ENGLAND, DD1 4HN
0276-7783;2162-9730;MIS QUARTERLY;;Quarterly;SOC INFORM MANAGE-MIS RES CENT, UNIV MINNESOTA-SCH MANAGEMENT 271 19TH AVE SOUTH, MINNEAPOLIS, USA, MN, 55455
1540-1960;1540-1979;MIS QUARTERLY EXECUTIVE;;Quarterly;INDIANA UNIV, OPER & DECISION TECHNOL DEPT, KELLEY SCH BUS, E 10 ST, BLOOMINGTON, USA, IN, 47405-1701
1421-5616;;MISCELLANEA FAUNISTICA HELVETIAE;;Irregular;CENTRE SUISSE CARTOGRAPHIE  FAUNE, C/O MUSEE D HISTOIRE NATURELLE, TERREAUX 14, NEUCHATEL, SWITZERLAND, CH-2000
1573-9953;;MISCELLANEA MALACOLOGICA;;Irregular;MARIEN FABER, IN DE WATERMOLEN 12, DULVENDRECHT, NETHERLANDS, 1115 GC
0076-8405;;MISCELLANEOUS PUBLICATIONS MUSEUM OF ZOOLOGY UNIVERSITY OF MICHIGAN;;Irregular;MUSEUM ZOOLOGY, MUSEUM ZOOLOGY, ANN ARBOR, USA, MI, 48109-1079
0919-1526;;MISCELLANEOUS REPORT OF THE TOYOHASHI MUSEUM OF NATURAL HISTORY;;Irregular;TOYOHASHI MUSEUM NATURAL HISTORY, OIWA, TOYOHASHI, JAPAN, 441-3147
0386-4286;;MISCELLANEOUS REPORT OF THE YOKOSUKA CITY MUSEUM;;Irregular;YOKUSUKA CITY MUSEUM, 95, FUKADADAI, YOKOSUKI-SHI, JAPAN, KANAGAWA-KEN, 238-0016
0285-5615;;MISCELLANEOUS REPORTS OF THE HIWA MUSEUM FOR NATURAL HISTORY;;Annual;HIWA MUSEUM NATURAL HISTORY, HIBA-GUN, JAPAN, HIROSHIMA-PREF., 727-0301
1787-2405;1787-2413;MISKOLC MATHEMATICAL NOTES;;Semiannual;UNIV MISKOLC INST MATH, MISKOLC-EGYETEMVAROS, MISKOLC, HUNGARY, H-3515
0026-637X;;MISSISSIPPI QUARTERLY;MISS Q;Quarterly;MISSISSIPPI QUARTERLY, PO BOX 5272, MISSISSIPPI STATE, USA, MS, 39762
1532-9194;;MIT SLOAN MANAGEMENT REVIEW;;Quarterly;SLOAN MANAGEMENT REVIEW ASSOC, MIT SLOAN SCHOOL MANAGEMENT, 77 MASSACHUSETTS AVE, E60-100, CAMBRIDGE, USA, MA, 02139-4307
1381-2386;1573-1596;MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE;;Bimonthly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
1940-1736;1940-1744;MITOCHONDRIAL DNA;MITOCHONDRIAL DNA;Bimonthly;INFORMA HEALTHCARE, TELEPHONE HOUSE, 69-77 PAUL STREET, LONDON, ENGLAND, EC2A 4LQ
1567-7249;1872-8278;MITOCHONDRION;MITOCHONDRION;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
0072-1115;;MITTEILUNGEN AUS DEM GEOLOGISCH-PALAEONTOLOGISCHEN INSTITUT DER UNIVERSITAET HAMBURG;;Irregular;UNIV HAMBURG, BUNDESSTRASSE 55, HAMBURG, GERMANY, D-20146
0072-9612;;MITTEILUNGEN AUS DEM HAMBURGISCHEN ZOOLOGISCHEN MUSEUM UND INSTITUT;;Irregular;ZOOLOGISCHES INST ZOOLOGISCHES MUSEUM UNIV HAMBURG, MARTIN-LUTHER-KING PLATZ 3, HAMBURG, GERMANY, 00000
0344-5615;;MITTEILUNGEN AUS DEM INSTITUT FUER ALLGEMEINE BOTANIK HAMBURG;MITT. INST. ALLG. BOT. HAMB.;Irregular;BIBLIOTHEK INST ALLGEMEINE BOTANIK BOTANISCHER GARTEN, OHNHORSTSTR. 18, HAMBURG, GERMANY, 00000
0067-5849;;MITTEILUNGEN AUS DER BIOLOGISCHEN BUNDESANSTALT FUER LAND- UND FORSTWIRTSCHAFT BERLIN-DAHLEM;;Tri-annual;VERLAG PAUL PAREY, SPITALERST. 12, HAMBURG 1, GERMANY, D-2000
0379-2722;;MITTEILUNGEN DER AARGAUISCHEN NATURFORSCHENDEN GESELLSCHAFT;;Irregular;AARGAUISCHE NATURFORSCH GESELL, C/O BRUNO SCHELBERT, NEUMATTSTRASSE 4, WIDEN, GERMANY, 8967
0344-8002;;MITTEILUNGEN DER ARBEITSGEMEINSCHAFT GEOBOTANIK IN SCHLESWIG-HOLSTEIN UND HAMBURG;;Irregular;ARBEITSGEMEINSCHAFT FUER GEOBOTANIK IN SCHLESWIG-HOLSTEIN UND HAMBURG E.V., NEUE UNIVERSITAET, BIOLOGIEZENTRUM N 41A, KIEL, GERMANY
0939-7736;;MITTEILUNGEN DER ARBEITSGEMEINSCHAFT RHEINISCHER KOLEOPTEROLOGEN;;Quarterly;ARBEITS RHEIN KOLEOPT, NATURHISTORISCHER VEREIN DER RHEINLANDE UND WESTFALENS, NUSSALLEE 15A, BONN, GERMANY, D-53115
1619-7836;;MITTEILUNGEN DER ARBEITSGEMEINSCHAFT WESTFAELISCHER ENTOMOLOGEN;;Irregular;ARBEITS WESTFAEL ENTOMOL, KREUZSTR. 38, BIELEFELD, GERMANY, D-33602
0418-8861;;MITTEILUNGEN DER DEUTSCHEN MALAKOZOOLOGISCHEN GESELLSCHAFT;;Irregular;E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG, NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, STUTTGART, GERMANY, D 70176
1606-9781;;MITTEILUNGEN DER ENTOMOLOGISCHEN ARBEITSGEMEINSCHAFT SALZKAMMERGUT;;Irregular;ENTOMOLOGISCHE ARBEITSGEMEINSCHAFT SALZKAMMERGUT, C/O NORBERT POLL, DURRENBACHWEG 4, BAD ISCHL, AUSTRIA, A-4820
1421-5551;;MITTEILUNGEN DER NATURFORSCHENDEN GESELLSCHAFT DES KANTONS SOLOTHURN;;Irregular;NATURFORSCHENDEN GESELLSCHAFT KANTONS SOLOTHURN, C/O ZENTRALBIBLIOTHEK, BIELSTRASSE 39, SOLOTHURN, SWITZERLAND, CH-4500
0077-6130;;MITTEILUNGEN DER NATURFORSCHENDEN GESELLSCHAFT IN BERN;MITT NATURFORSCH GES BERN;Annual;NATURFORSCHENDE GESELLSCHAFT IN BERN, STADT- UND UNIVERSITAETSBIBLIOTHEK, MUENSTERGASSE 61, BERN, SWITZERLAND
0373-3092;;MITTEILUNGEN DER NATURFORSCHENDEN GESELLSCHAFT SCHAFFHAUSEN;;Irregular;NATURFORSCHENDE GESELLSCHAFT SCHAFFHAUSEN, POSTFACH 432, SCHAFFHAUSEN, SWITZERLAND, CH-8201
1420-4606;;MITTEILUNGEN DER NATURFORSCHENDEN GESELLSCHAFTEN BEIDER BASEL;;Irregular;NATURFORSCHENDE GESELLSCHAFT IN BASEL, C/O DR. RAFFAEL WINKLER, NATURHISTORISCHES MUSEUM  POSTFACH 1048, BASEL, SWITZERLAND
0945-1501;;MITTEILUNGEN DER ORNITHOLOGISCHEN ARBEITSGEMEINSCHAFT ULMER RAUM;;Irregular;ORNITHOLOGISCHE ARBEITSGEMEINSCHAFT ULMER RAUM, C/O PROF. DR. W. NOTHDURFT, COORDINATOR, SCHANZGRUBENWEG 24, ULM-SOFLINGEN, GERMANY, D-89081
0029-9138;;MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT;;Annual;OSTERR GEOGRAPH GESELLSCHAFT, KARL-SCHWEIGHOFER-GASSE 3, VIENNA, AUSTRIA, A-1071
0341-9665;;MITTEILUNGEN DER POLLICHIA;MITT POLLICHIA;Annual;POLLICHIA - VEREIN NATURFORSCHUNG LANDESPFLEGE E V, HERMANN SCHAEFER-STRASSE 17, BAD DUERKHEIM, GERMANY, 67098
0036-7575;;MITTEILUNGEN DER SCHWEIZERISCHEN ENTOMOLOGISCHEN GESELLSCHAFT;;Irregular;SCHWEIZERISCHE ENTOMOLOGISCHE GESELLSCHAFT-SEG, C/O DR. YVES GONSETH, CSCF, MUSEE D'HISTOIRE NATURELLE, TERREAUX 14, NEUCHATEL, SWITZERLAND, 00000
0253-2905;;MITTEILUNGEN DER THURGAUISCHEN NATURFORSCHENDEN GESELLSCHAFT;;Irregular;THURGAUISCHE NATURFORSCHENDE GESELLSCHAFT, C/O DR. HANNES GEISSER, NATURMUSEUM DES KANTONS THURGAU, FREIE STRASSE 26,FRAUENFELD, SWITZERLAND, CH-8510
0067-2858;;MITTEILUNGEN DES BADISCHEN LANDESVEREINS FUER NATURKUNDE UND NATURSCHUTZ EV FREIBURG IM BREISGAU;;Irregular;BADISCHER LANDESVEREIN NATURKUNDE NATURSCHUTZ E V, GERBERAU 32, FREIBURG IM BREISGAU, GERMANY, 79098
1019-2808;;MITTEILUNGEN DES INTERNATIONALEN ENTOMOLOGISCHEN VEREINS E V FRANKFURT A M;;Quarterly;INT ENTOMOLOGISCHER VEREIN E V, C/O DR. M. GEISTHARDT, LEBERBERG 8, WIESBADEN, GERMANY, D-65193
0342-1201;;MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ;;Tri-annual;LIBRERIA SALIMBENI, VIA MATTEO PALMIERI 16, FLORENCE, ITALY, 1-50122
0369-1136;;MITTEILUNGEN DES NATURWISSENSCHAFTLICHEN VEREINES FUER STEIERMARK;;Annual;NATURWISSENSCHAFTLICHER VEREIN STEIERMARK, UNIVERSITAETSBIBLIOTHEK, UNIVERSITAETSPLATZ 3, GRAZ, AUSTRIA, A-8010
0947-3238;;MITTEILUNGEN DES THUERINGER ENTOMOLOGENVERBANDES E.V.;;Semiannual;THUERINGER ENTOMOLOGENVERBAND E.V., C/O ULF BUCHSBAUM, OEKO-SERVICE-INSTITUT,, KRANICHFELD, GERMANY, D-99448
0942-7872;;MITTEILUNGEN DES VEREINS SAECHSISCHER ORNITHOLOGEN;;Irregular;VEREIN SAECHSISCHER ORNITHOLOGEN E V, POSTFACH 11 29, HOHENSTEIN-ERNSTTHAL, GERMANY, D-09331
0937-5198;;MITTEILUNGEN ENTOMOLOGISCHER VEREIN STUTTGART;;Annual;ENTOMOLOGISCHER VEREIN STUTTGART 1869 E V, C/O J REIBNITZ, WAGNERGASSE 9, TAMM, GERMANY, 71732
0007-5922;;MITTEILUNGEN KLOSTERNEUBURG;;Bimonthly;HOEHERE BUNDESLEHRANSTALT UND BUNDESAMT FUER WEIN- UND OBSTBAU, WEINER STRASSE 74, KLOSTERNEUBURG, AUSTRIA, 00000
0340-4943;;MITTEILUNGEN MUENCHENER ENTOMOLOGISCHEN GESELLSCHAFT;MITT MUNCH ENTOMOL GES;Annual;VERLAG DR FRIEDRICH PFEIL, WOLFRATSHAUSER STRASSE 27, MUNICH, GERMANY, D-81379
1866-6957;;MITTEILUNGEN SAECHSISCHER ENTOMOLOGEN;;Irregular;LANDESVERBAND SACHSEN ENTOMOFAUNISTISCHEN GESELLSCHAFT E V, C/O ROLF REINHARDT, BURGSTAEDTER STR 80A, MITTWEIDA, GERMANY, D-09648
0026-704X;1846-4025;MLJEKARSTVO;;Quarterly;CROATIAN DAIRY UNION, ILICA 31-III, ZAGREB, CROATIA, 10000
0026-7910;1080-6598;MLN;;Bimonthly;JOHNS HOPKINS UNIV PRESS, JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363
1438-3276;;MMW-FORTSCHRITTE DER MEDIZIN;MMW FORTSCHR MED;Irregular;URBAN & VOGEL, NEUMARKTER STRASSE 43, MUNICH, GERMANY, D-81673
1057-5987;1545-8601;MMWR RECOMMENDATIONS AND REPORTS;MMWR RECOMM REP;Bimonthly;CENTERS  DISEASE CONTROL, 1600 CLIFTON RD, ATLANTA, USA, GA, 30333
1545-8636;1545-8636;MMWR SURVEILLANCE SUMMARIES;MMWR SURVEILL SUMM;Monthly;CENTERS  DISEASE CONTROL, 1600 CLIFTON RD, ATLANTA, USA, GA, 30333
0149-2195;1545-861X;MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT;MMWR MORB MORTAL WKLY REP;Weekly;CENTERS  DISEASE CONTROL, 1600 CLIFTON RD, ATLANTA, USA, GA, 30333
0026-7074;;MNEMOSYNE;MNEMOSYNE;Bimonthly;BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA
1559-1662;;MOBILE COMPUTING AND COMMUNICATIONS REVIEW;;Quarterly;ASSOC COMPUTING MACHINERY, 2 PENN PLAZA, STE 701, NEW YORK, USA, NY, 10121-0701
1759-8753;;MOBILE DNA;MOB DNA;Irregular;BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL
1574-017X;1875-905X;MOBILE INFORMATION SYSTEMS;;Quarterly;HINDAWI PUBLISHING CORPORATION, 410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, USA, NY, 10022
1383-469X;1572-8153;MOBILE NETWORKS & APPLICATIONS;;Bimonthly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
1745-0101;1745-011X;MOBILITIES;;Quarterly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1086-671X;;MOBILIZATION;;Quarterly;SAN DIEGO STATE UNIV, DEPT SOCIOLOGY, SAN DIEGO, USA, CA, 92182
0332-7353;;MODELING IDENTIFICATION AND CONTROL; IDENTIFICATION AND CONTROL;Quarterly;MIC, DIV ENG CYBERNETICS, TRONDHEIM, NORWAY, 7034
0965-0393;1361-651X;MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING;;Bimonthly;IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE
