title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope;
Journal of clinical lipidology;J Clin Lipidol;1933-2874;;;;;;;;;
Journal of neuroimmune pharmacology;J Neuroimmune Pharmacol;1557-1890;1557-1904;;;;;;;;
Optics and lasers in engineering;Opt Lasers Eng;0143-8166;;;;;;;;;
Synthetic communications;Synth Commun;0039-7911;1532-2432;;;;;;;;
Computational statistics;Comput Stat;0943-4062;;;;;;;;;
Statistical modelling;Stat Modelling;1471-082X;;;;;;;;;
Expert review of ophthalmology;Expert Rev Ophthalmol;1746-9899;;;;;;;;;
Innovations;Innovations;1556-9845;1559-0879;;;;;;;;
Cahiers d;Cah Hist Espaces Marx Assoc;1271-6669;;;;;;;;;
Bulletin of the Royal Institute for Inter;Bull R Inst Inter Faith Stud;1466-2361;;;;;;;;;
Asian anthropology;Asian Anthropol;1683-478X;;;;;;;;;
Bollettino dell;Boll Arch Stor Mov Soc Cattol Ital;0390-8240;;;;;;;;;
Australasian historical archaeology;Australas Hist Archaeol;1322-9214;;;;;;;;;
Acta Universitatis Carolinae;Acta Univ Carol Univerzita Karlov;0323-0562;;;;;;;;;
Africa;Africa;0001-9747;;;;;;;;;
Ajalooline ajakiri;Ajalooline Ajak;1406-3859;;;;;;;;;
British journal for the history of philosophy;Br J Hist Philos;0960-8788;;;;;;;;;
World development;World Dev;0305-750X;;;;;;;;;
Speech communication;Speech Commun;0167-6393;;;;;;;;;
Physical therapy in sport;Phys Ther Sport;1466-853X;1873-1600;;;;;;;;
Computational intelligence and neuroscience;Comput Intell Neurosci;1687-5265;1687-5273;;;;;;;;
International journal of public health;Int J Public Health;1661-8556;1661-8564;;;;;;;;
Plastic and reconstructive surgery;Plast Reconstr Surg;1075-1270;;;;;;;;;
Forensic science international;Forensic Sci Int Genet;1872-4973;1878-0326;;;;;;;;
Southern medicine and surgery;South Med Surg;0099-5754;;;;;;;;;
PLoS neglected tropical diseases;PLoS Negl Trop Dis;1935-2727;1935-2735;;;;;;;;
Progress in polymer science;Prog Polym Sci;0079-6700;;;;;;;;;
Carbohydrate polymers;Carbohydr Polym;0144-8617;1879-1344;;;;;;;;
Seminars in colon;Semin Colon Rectal Surg;1043-1489;;;;;;;;;
Techniques in regional anesthesia;Tech Reg Anesth Pain Manag;1084-208X;;;;;;;;;
Journal of computational physics;J Comput Phys;0021-9991;;;;;;;;;
Electrochemistry communications;Electrochem commun;1388-2481;;;;;;;;;
Journal of phonetics;J Phon;0095-4470;;;;;;;;;
Metabolic syndrome and related disorders;Metab Syndr Relat Disord;1540-4196;1557-8518;;;;;;;;
Photodiagnosis and photodynamic therapy;Photodiagnosis Photodyn Ther;1572-1000;1873-1597;;;;;;;;
Prevention and control;Prev Control;1573-2088;;;;;;;;;
Sleep medicine clinics;Sleep Med Clin;1556-407X;1556-4088;;;;;;;;
Future lipidology;Future Lipidol;1746-0875;1746-0883;;;;;;;;
Biomedical signal processing and control;Biomed Signal Process Control;1746-8094;;;;;;;;;
International journal of intercultural relations;Int J Intercult Relat;0147-1767;;;;;;;;;
Applied mathematics letters;Appl Math Lett;0893-9659;;;;;;;;;
Journal of differential equations;J Differ Equ;0022-0396;;;;;;;;;
Statistics;Stat Probab Lett;0167-7152;;;;;;;;;
International journal of fatigue;Int J Fatigue;0142-1123;;;;;;;;;
Global change biology;Glob Chang Biol;1354-1013;1365-2486;;;;;;;;
Brain cell biology;Brain Cell Biol;1559-7105;1559-7113;;;;;;;;
The Journal of hand surgery;J Hand Surg Eur Vol;1753-1934;2043-6289;;;;;;;;
Current opinion in endocrinology;Curr Opin Endocrinol Diabetes Obes;1752-296X;1752-2978;;;;;;;;
Cardiovascular journal of Africa;Cardiovasc J Afr;1995-1892;1680-0745;;;;;;;;
Current protocols in molecular biology;Curr Protoc Mol Biol;1934-3639;1934-3647;;;;;;;;
Current protocols in cell biology;Curr Protoc Cell Biol;1934-2500;1934-2616;;;;;;;;
Annual review of pathology;Annu Rev Pathol;1553-4006;1553-4014;;;;;;;;
Anxiety;Anxiety Stress Coping;1061-5806;1477-2205;;;;;;;;
Arthropod structure;Arthropod Struct Dev;1467-8039;1873-5495;;;;;;;;
Current diabetes reviews;Curr Diabetes Rev;1573-3998;1875-6417;;;;;;;;
Current stem cell research;Curr Stem Cell Res Ther;1574-888X;;;;;;;;;
International journal of bioinformatics research and applications;Int J Bioinform Res Appl;1744-5485;1744-5493;;;;;;;;
International journal of electronic healthcare;Int J Electron Healthc;1741-8453;1741-8461;;;;;;;;
Journal of cancer research and therapeutics;J Cancer Res Ther;0973-1482;1998-4138;;;;;;;;
Journal of clinical neuromuscular disease;J Clin Neuromuscul Dis;1522-0443;1537-1611;;;;;;;;
Journal of medical toxicology;J Med Toxicol;1556-9039;1937-6995;;;;;;;;
Journal of social work in disability;J Soc Work Disabil Rehabil;1536-710X;1536-7118;;;;;;;;
Journal of tissue engineering and regenerative medicine;J Tissue Eng Regen Med;1932-6254;1932-7005;;;;;;;;
Oral and maxillofacial surgery clinics of North America;Oral Maxillofac Surg Clin North Am;1042-3699;1558-1365;;;;;;;;
Recent patents on anti;Recent Pat Antiinfect Drug Discov;1574-891X;;;;;;;;;
Recent patents on CNS drug discovery;Recent Pat CNS Drug Discov;1574-8898;2212-3954;;;;;;;;
Revista brasileira de cirurgia cardiovascular;Rev Bras Cir Cardiovasc;0102-7638;1678-9741;;;;;;;;
What;Whats New;0191-3328;;;;;;;;;
UCRL;UCRL US At Energy Comm;0096-8188;;;;;;;;;
The Hospital;Hosp;0018-5477;;;;;;;;;
Modern medicine of Canada;Mod Med Can;0026-8097;;;;;;;;;
Biological sciences;Prog Nucl Energy 6 Biol Sci;0555-4098;;;;;;;;;
Psyche;Psyche;0033-2615;;;;;;;;;
Medical sciences;Prog Nucl Energy 7 Med Sci;0555-4101;;;;;;;;;
Okayama Igakkai zasshi;Okayama Igakkai zasshi;0030-1558;1882-4528;;;;;;;;
The University of Manitoba medical journal;Univ Manit Med J;0076-4108;;;;;;;;;
Revista da Faculdade de Medicina Veterinaria;Rev Fac Med Vet Univ Sao Paulo;0301-7273;;;;;;;;;
Schweizerische Drogisten Zeitung;Schweiz Drog Ztg;0376-5113;;;;;;;;;
Annales des falsifications et des fraudes;Ann Falsif Fraud;0365-2157;;;;;;;;;
Journal of tropical pediatrics;J Trop Pediatr;0449-3281;;;;;;;;;
Zeitschrift fur Kinderpsychiatrie;Z Kinderpsychiatr;0372-8447;;;;;;;;;
Revista de Obras Sanitarias de la Nacion;Rev Obras Sanit Nac B Aires;0034-8627;;;;;;;;;
Archivio di antropologia criminale;Arch Antropol Crim Psichiatr Med Leg;0390-573X;;;;;;;;;
Trudy Instituta mikrobiologii;Trudy Inst Mikrobiol;0568-5915;;;;;;;;;
Fichero medico terapeutico;Fich Med Ter Puriss;0015-0606;;;;;;;;;
A Gyogyszeresz;Gyogyszeresz;0200-1292;;;;;;;;;
Deutsche Drogistenzeitung;Dtsch Drog Ztg;0012-0049;;;;;;;;;
Industrial health review;Ind Health Rev;0317-4301;;;;;;;;;
Intercambio urologico por correspondencia;Intercamb Urol Corresp;1131-3277;;;;;;;;;
International journal on alcohol and alcoholism;Int J Alcohol Alcohol;0535-1073;;;;;;;;;
Revista mexicana de tuberculosis y enfermedades del aparato respiratorio;Rev Mex Tuberc Enferm Apar Respir;0370-6435;;;;;;;;;
Occupational medicine;Occup Med;0096-0659;;;;;;;;;
Odontologia infantil;Odontol Infant;1022-7369;;;;;;;;;
Policlinico infantile;Policlin Infant;0391-0474;;;;;;;;;
Revista da flora medicinal;Rev Flora Med;0370-484X;;;;;;;;;
Revista medica dominicana;Rev Med Dominic;0254-4504;;;;;;;;;
Revista sudamericana de morfologia;Rev Sudam Morfol;0375-1368;;;;;;;;;
Revue de phytotherapie;Rev Phytother;0370-453X;;;;;;;;;
Revue de medecine navale;Rev Med Nav Metrop O;0370-6346;;;;;;;;;
Revue veterinaire militaire;Rev Vet Mil;0996-1372;;;;;;;;;
Die Schweizer Hebamme;Schweiz Hebamme;1422-4526;;;;;;;;;
The Sanitarian;Sanitarian;0096-560X;;;;;;;;;
Anales de la Sociedad de Puericultura de Buenos Aires;An Soc Pueric B Aires;0326-5188;;;;;;;;;
Boletin;Bol Soc Med Mendoza;0326-9264;;;;;;;;;
Transactions of the Southern Surgical Association;Trans South Surg Assoc;0891-3633;;;;;;;;;
Sudwestdeutsches Arzteblatt;Sudwestdtsch Arztebl;0371-4675;;;;;;;;;
Trazos;Trazos;1131-1703;;;;;;;;;
Pneumonologia Danubiana;Pneumonol Danub;0324-4229;;;;;;;;;
Water;Water Sew Works;0043-1125;;;;;;;;;
The Analysis of verbal behavior;Anal Verbal Behav;0889-9401;;;;;;;;;
The international journal of biostatistics;Int J Biostat;2194-573X;1557-4679;;;;;;;;
Journal of complementary;J Complement Integr Med;2194-6329;1553-3840;;;;;;;;
Integrative psychological;Integr Psychol Behav Sci;1932-4502;1936-3567;;;;;;;;
Experimental and clinical cardiology;Exp Clin Cardiol;1205-6626;1918-1515;;;;;;;;
The Licentiate;Licentiate;0457-7795;;;;;;;;;
Paediatrics;Paediatr Child Health;1205-7088;1918-1485;;;;;;;;
Zeitschrift fur vergleichende Physiologie;Z Vgl Physiol;0044-362X;;;;;;;;;
Bulletin of the Academy of Medicine;Bull Acad Med Tor;0001-4311;;;;;;;;;
The British journal of dermatology and syphilis;Br J Dermatol Syph;0366-2845;;;;;;;;;
Journal;J Assoc Am Med Coll;0095-9545;;;;;;;;;
Il Dermosifilografo;Dermosifilografo;0366-886X;;;;;;;;;
Journal of exceptional children;J Except Child;0887-5405;;;;;;;;;
Journal;J Tenn Acad Sci;0040-313X;;;;;;;;;
Plant signaling;Plant Signal Behav;1559-2316;1559-2324;;;;;;;;
Limnologica;Limnologica;0075-9511;1873-5851;;;;;;;;
Journal of the Canadian Academy of Child and Adolescent Psychiatry;J Can Acad Child Adolesc Psychiatry;1719-8429;;;;;;;;;
The Canadian journal of plastic surgery;Can J Plast Surg;1195-2199;1918-1507;;;;;;;;
Journal of clinical biochemistry and nutrition;J Clin Biochem Nutr;0912-0009;1880-5086;;;;;;;;
Journal;J Bowman Gray Sch Med Wake For Coll;0099-6653;;;;;;;;;
Pest control;Pest Control;0031-6121;;;;;;;;;
The Journal of the American Society for Psychical Research;J Am Soc Psych Res;0003-1070;;;;;;;;;
Etudes francaises;Etud Fr;0014-2085;1492-1405;;;;;;;;
Cuadernos de historia;Cuad Hist;0716-1832;;;;;;;;;
Caravelle;Caravelle;0008-0152;;;;;;;;;
Dimensioni e problemi della ricerca storica;Dimens Probl Ric Stor;1125-517X;;;;;;;;;
Katedrah be;Katedrah Betoldot Erets Yisrael Veyishuvah;0334-4657;;;;;;;;;
Ciclos en la historia;Ciclos Hist Econom Soc;0327-4063;;;;;;;;;
Colonial Latin American historical review;Coln Latin Am Hist Rev;1063-5769;;;;;;;;;
Contemporanea;Contemporanea;1127-3070;;;;;;;;;
English literary renaissance;Engl Lit Renaiss;0013-8312;;;;;;;;;
Enterprise;Enterp Soc;1467-2227;;;;;;;;;
Estudos historicos;Estud Hist;0103-2186;;;;;;;;;
Estudios migratorios;Estud Migr;1136-0291;;;;;;;;;
The European legacy;Eur Leg Towar New Paradig;1084-8770;1470-1316;;;;;;;;
Fronteras;Fronteras;0123-4676;;;;;;;;;
Gazette medicale limousine;Gaz Med Limousine;0980-4463;;;;;;;;;
Illuminating engineering;Illum Eng;0019-2333;;;;;;;;;
Journal of social casework;J Soc Casework;8755-4879;;;;;;;;;
Magazine;Mag R Free Hosp;0144-2198;;;;;;;;;
Boletin;Bol Patol Med;0366-2144;;;;;;;;;
Journal;J Mo State Dent Assoc;1041-1178;;;;;;;;;
The Scientific monthly;Sci Mon;0096-3771;;;;;;;;;
Rorschach research exchange and journal of projective techniques;Rorschach Res Exch J Proj Tech;1068-3402;;;;;;;;;
CDC bulletin;CDC Bull;0270-3440;;;;;;;;;
Annales d;Ann Hyg Publique Ind Soc;0365-2882;;;;;;;;;
Canadian journal of neuroscience nursing;Can J Neurosci Nurs;1913-7176;;;;;;;;;
Indian journal of virology;Indian J Virol;0970-2822;0974-0120;;;;;;;;
Asian nursing research;Asian Nurs Res;1976-1317;;;;;;;;;
Current diagnostic pathology;Curr Diagn Pathol;0968-6053;;;;;;;;;
Synthetic metals;Synth Met;0379-6779;;;;;;;;;
Quaternary international;Quat Int;1040-6182;;;;;;;;;
Radiation physics and chemistry;Radiat Phys Chem Oxf Engl 1993;0969-806X;;;;;;;;;
The Journal of the Alabama Academy of Science;J Ala Acad Sci;0002-4112;;;;;;;;;
Chemical health;Chem Health Saf;1074-9098;1879-131X;;;;;;;;
Clinical effectiveness in nursing;Clin Eff Nurs;1361-9004;;;;;;;;;
Polyhedron;Polyhedron;0277-5387;;;;;;;;;
IEEE transactions on signal processing;IEEE Trans Signal Process;1053-587X;;;;;;;;;
Atmospheric environment;Atmos Environ;1352-2310;;;;;;;;;
Journal of multivariate analysis;J Multivar Anal;0047-259X;;;;;;;;;
Clinical pediatric emergency medicine;Clin Pediatr Emerg Med;1522-8401;;;;;;;;;
JALA;JALA Charlottesv Va;1535-5535;1540-2452;;;;;;;;
IEEE transactions on automatic control;IEEE Trans Automat Contr;0018-9286;;;;;;;;;
Food quality and preference;Food Qual Prefer;0950-3293;;;;;;;;;
The Einstein journal of biology and medicine;Einstein J Biol Med;1559-5501;1559-5498;;;;;;;;
International journal of HR;Int J HR;0219-8436;;;;;;;;;
Advances in developmental biology;Adv Dev Biol;1574-3349;;;;;;;;;
Cognitive neurodynamics;Cogn Neurodyn;1871-4080;1871-4099;;;;;;;;
Journal of cell communication and signaling;J Cell Commun Signal;1873-9601;1873-961X;;;;;;;;
Cell stem cell;Cell Stem Cell;1934-5909;1875-9777;;;;;;;;
Scripta materialia;Scr Mater;1359-6462;;;;;;;;;
Statistical methodology;Stat Methodol;1572-3127;;;;;;;;;
Linear algebra and its applications;Linear Algebra Appl;0024-3795;;;;;;;;;
Materials science;Mater Sci Eng R Rep;0927-796X;;;;;;;;;
Journal of the mechanical behavior of biomedical materials;J Mech Behav Biomed Mater;1751-6161;1878-0180;;;;;;;;
Fluid phase equilibria;Fluid Phase Equilib;0378-3812;;;;;;;;;
The Korean journal of laboratory medicine;Korean J Lab Med;1598-6535;;;;;;;;;
Journal of renal care;J Ren Care;1755-6678;1755-6686;;;;;;;;
Contemporary issues in communication science and disorders;Contemp Issues Commun Sci Disord;1092-5171;;;;;;;;;
Child language teaching and therapy;Child Lang Teach Ther;0265-6590;;;;;;;;;
Brain impairment;Brain Impair;1443-9646;;;;;;;;;
Advances in clinical neuroscience;Adv Clin Neurosci Rehabil;1473-9348;;;;;;;;;
Journal of multilingual communication disorders;J Multiling Commun Disord;1476-9670;1476-9689;;;;;;;;
European journal of behavior analysis;Eur J Behav Anal;1502-1149;;;;;;;;;
Soft matter;Soft Matter;1744-683X;1744-6848;;;;;;;;
Ecology of freshwater fish;Ecol Freshw Fish;0906-6691;1600-0633;;;;;;;;
Clinical proceedings;Clin Proc;0366-7782;;;;;;;;;
Bulletin;Bull Dade Cty Med Assoc Inc;0893-4053;;;;;;;;;
Nuclear science abstracts;Nucl Sci Abstr;0029-5612;;;;;;;;;
Clinica contemporanea;Clin Contemp;1645-9016;;;;;;;;;
Food industries;Food Ind;0096-2236;;;;;;;;;
Bulletin et memoires;Bull Mem Soc Med Paris;0995-9726;;;;;;;;;
Anales;An Hosp Varsovia;0755-9704;;;;;;;;;
Thin solid films;Thin Solid Films;0040-6090;;;;;;;;;
Diabetes;Diabetes Metab Syndr;1871-4021;1878-0334;;;;;;;;
Engineering analysis with boundary elements;Eng Anal Bound Elem;0955-7997;;;;;;;;;
American journal of disaster medicine;Am J Disaster Med;1932-149X;;;;;;;;;
Current trends in biotechnology and pharmacy;Curr Trends Biotechnol Pharm;0973-8916;2230-7303;;;;;;;;
Diagnostic and therapeutic endoscopy;Diagn Ther Endosc;1070-3608;1029-0516;;;;;;;;
BMB reports;BMB Rep;1976-6696;1976-670X;;;;;;;;
Botany;Botany;1916-2790;1916-2804;;;;;;;;
The bulletin;Bull Univ Miami Sch Med Jackson Meml Hosp;0097-0174;;;;;;;;;
Bioacoustics;Bioacoustics;0952-4622;;;;;;;;;
New biotechnology;N Biotechnol;1871-6784;1876-4347;;;;;;;;
Molecular ecology resources;Mol Ecol Resour;1755-098X;1755-0998;;;;;;;;
Annales des societes belges de medecine tropicale;Ann Soc Belges Med Trop Parasitol Mycol;0037-9638;;;;;;;;;
McGill journal of medicine;Mcgill J Med;1201-026X;;;;;;;;;
Healthcare policy;Healthc Policy;1715-6572;;;;;;;;;
Canadian Urological Association journal;Can Urol Assoc J;1911-6470;;;;;;;;;
Ciba clinical symposia;Ciba Clin Symp;0362-5060;;;;;;;;;
Addiction science;Addict Sci Clin Pract;1940-0632;1940-0640;;;;;;;;
European annals of allergy and clinical immunology;Eur Ann Allergy Clin Immunol;1764-1489;;;;;;;;;
Llafur;Llafur;0306-0837;;;;;;;;;
Analectas farmaceutico;Analectas Farm Gerundenses;0211-6456;;;;;;;;;
Archives of cardiovascular diseases;Arch Cardiovasc Dis;1875-2136;1875-2128;;;;;;;;
Journal of biological physics;J Biol Phys;0092-0606;1573-0689;;;;;;;;
HSS journal;HSS J;1556-3316;1556-3324;;;;;;;;
Genes;Genes Nutr;1555-8932;;;;;;;;;
Strategies in trauma and limb reconstruction;Strategies Trauma Limb Reconstr;1828-8936;1828-8928;;;;;;;;
Genomic medicine;Genomic Med;1871-7934;1871-7942;;;;;;;;
Systems and synthetic biology;Syst Synth Biol;1872-5325;1872-5333;;;;;;;;
Tissue engineering;Tissue Eng Part A;1937-3341;1937-335X;;;;;;;;
Sexual development;Sex Dev;1661-5425;1661-5433;;;;;;;;
Medical opinion;Med Opin;0090-1474;;;;;;;;;
Journal of neurosurgery;J Neurosurg Pediatr;1933-0707;1933-0715;;;;;;;;
Coordination chemistry reviews;Coord Chem Rev;0010-8545;;;;;;;;;
American ethnologist;Am Ethnol;0094-0496;;;;;;;;;
Agriculture;Agric Ecosyst Environ;0167-8809;;;;;;;;;
Praxis;Praxis;1661-8157;1661-8165;;;;;;;;
Acta ophthalmologica;Acta Ophthalmol;1755-375X;1755-3768;;;;;;;;
Pigment cell;Pigment Cell Melanoma Res;1755-1471;1755-148X;;;;;;;;
Topics in companion animal medicine;Top Companion Anim Med;1938-9736;;;;;;;;;
Acta clinica Croatica;Acta Clin Croat;0353-9466;1333-9451;;;;;;;;
Biomedical materials;Biomed Mater;1748-6041;1748-605X;;;;;;;;
Cuadernos de bioetica;Cuad Bioet;1132-1989;;;;;;;;;
Disaster medicine and public health preparedness;Disaster Med Public Health Prep;1935-7893;1938-744X;;;;;;;;
International journal of data mining and bioinformatics;Int J Data Min Bioinform;1748-5673;1748-5681;;;;;;;;
International journal of prisoner health;Int J Prison Health;1744-9200;1744-9219;;;;;;;;
Journal of immunotoxicology;J Immunotoxicol;1547-691X;1547-6901;;;;;;;;
Nature nanotechnology;Nat Nanotechnol;1748-3387;1748-3395;;;;;;;;
Reviews on recent clinical trials;Rev Recent Clin Trials;1574-8871;1876-1038;;;;;;;;
Supportive cancer therapy;Support Cancer Ther;1543-2912;1943-3395;;;;;;;;
World journal of pediatrics;World J Pediatr;1708-8569;1867-0687;;;;;;;;
Comparative clinical pathology;Comp Clin Path;1618-5641;1618-565X;;;;;;;;
International journal of telemedicine and applications;Int J Telemed Appl;1687-6415;1687-6423;;;;;;;;
Journal of the Kentucky Academy of Science;J Ky Acad Sci;1098-7096;;;;;;;;;
Journal of medical imaging and radiation oncology;J Med Imaging Radiat Oncol;1754-9477;1754-9485;;;;;;;;
Current protocols in bioinformatics;Curr Protoc Bioinformatics;1934-3396;1934-340X;;;;;;;;
Current protocols in human genetics;Curr Protoc Hum Genet;1934-8266;1934-8258;;;;;;;;
Current protocols in immunology;Curr Protoc Immunol;1934-3671;1934-368X;;;;;;;;
Current protocols in neuroscience;Curr Protoc Neurosci;1934-8584;1934-8576;;;;;;;;
Current protocols in nucleic acid chemistry;Curr Protoc Nucleic Acid Chem;1934-9270;1934-9289;;;;;;;;
Current protocols in protein science;Curr Protoc Protein Sci;1934-3655;1934-3663;;;;;;;;
Archiv fur Dermatologie und Syphilis;Arch Dermatol Syph;0365-6020;;;;;;;;;
Journal of the American Academy of Applied Nutrition;J Am Acad Appl Nutr;0095-9839;;;;;;;;;
The Journal of automatic chemistry;J Automat Chem;0142-0453;;;;;;;;;
Transboundary and emerging diseases;Transbound Emerg Dis;1865-1674;1865-1682;;;;;;;;
European journal of physical and rehabilitation medicine;Eur J Phys Rehabil Med;1973-9087;1973-9095;;;;;;;;
The Journal of chiropractic education;J Chiropr Educ;1042-5055;;;;;;;;;
The Journal of manual;J Man Manip Ther;1066-9817;2042-6186;;;;;;;;
Innate immunity;Innate Immun;1753-4259;1753-4267;;;;;;;;
Yearbook of medical informatics;Yearb Med Inform;0943-4747;2364-0502;;;;;;;;
Physica status solidi;Physica Status Solidi A Appl Res;0031-8965;;;;;;;;;
Journal of nonverbal behavior;J Nonverbal Behav;0191-5886;;;;;;;;;
Food and agricultural immunology;Food Agric Immunol;0954-0105;;;;;;;;;
Chemical engineering journal;Chem Eng J;1385-8947;;;;;;;;;
Journal of cognition and development;J Cogn Dev;1524-8372;1532-7647;;;;;;;;
Psychology of sport and exercise;Psychol Sport Exerc;1469-0292;;;;;;;;;
Proteomics;Proteomics Clin Appl;1862-8346;1862-8354;;;;;;;;
Brain imaging and behavior;Brain Imaging Behav;1931-7557;1931-7565;;;;;;;;
Molecular oncology;Mol Oncol;1574-7891;1878-0261;;;;;;;;
Journal of the American Society of Hypertension;J Am Soc Hypertens;1933-1711;1878-7436;;;;;;;;
Parallel computing;Parallel Comput;0167-8191;;;;;;;;;
Engineering applications of artificial intelligence;Eng Appl Artif Intell;0952-1976;;;;;;;;;
Acta medica Turcica;Acta Med Turc;0567-7750;;;;;;;;;
School psychology quarterly;Sch Psychol Q;1045-3830;1939-1560;;;;;;;;
Seminars in breast disease;Semin Breast Dis;1092-4450;;;;;;;;;
Information systems;Inf Syst;0306-4379;;;;;;;;;
Catalysis communications;Catal Commun;1566-7367;;;;;;;;;
Current psychology letters;Curr Psychol Lett;1376-2095;1379-6100;;;;;;;;
Nature physics;Nat Phys;1745-2473;;;;;;;;;
Current colorectal cancer reports;Curr Colorectal Cancer Rep;1556-3790;1556-3804;;;;;;;;
Perspectives on psychological science;Perspect Psychol Sci;1745-6916;1745-6924;;;;;;;;
Future neurology;Future Neurol;1479-6708;1748-6971;;;;;;;;
Expert review of dermatology;Expert Rev Dermatol;1746-9872;;;;;;;;;
