title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope
Saber; Venezuela);1315-0162;;;;QUA;;;;
Sabios-Revista De Saude E Biologia;;1980-0002;;;;SEM;;;;
Sabulosi;;2072-0475;;;;IRR;;;;
Sacred Music;;0036-2255;;;;QUA;;;;
Sadhana-Academy Proceedings In Engineering Sciences;;0256-2499;0973-7677;;;BIM;;;;
Saeculum;Saeculum;0080-5319;;;;SEM;;;;
Saeugetierkundliche Informationen;;0323-8563;;;;ANN;;;;
Saeugetierkundliche Mitteilungen;;0036-2344;;;;IRR;;;;
Safety Science;Saf Sci;0925-7535;;;;MON;;;Elsevier;
Saggiatore Musicale;;1123-8615;;;;SEM;;;;
Sahara;;1120-5679;;;;ANN;;;;
Sahara J-Journal Of Social Aspects Of Hiv-Aids;Sahara J;1729-0376;1813-4424;;;TRI;;;;
Sahlbergia;;1237-3273;;;;SEM;;;;
Saikaku Tsushin;;1346-0951;;;;SEM;;;;
Sains Malaysiana;Sains Malays;0126-6039;;;;MON;;;;
Saito Ho-On Kai Museum Of Natural History Research Bulletin;;0375-1821;;;;IRR;;;;
Salamandra;Salamandra (Frankf.);0036-3375;;;;QUA;;;;
Saldvie;;1576-6454;;;;ANN;;;;
Salmagundi-A Quarterly Of The Humanities And Social Sciences;Salmagundi;0036-3529;;;;QUA;;;;
Salud Colectiva;Salud Colect;1851-8265;1851-8265;;;TRI;;;;
Salud Mental;Salud Ment (Mex);0185-3325;0186-761X;;;BIM;;;;
Salud Publica De Mexico;Salud Publica Mex;0036-3634;1606-7916;;;BIM;;;;
Salus;;1316-7138;;;;TRI;;;;
Samj South African Medical Journal;S Afr Med J;0256-9574;2078-5135;;;MON;;;;
Sampe Journal;;0091-1062;;;;BIM;;;;
San Francisco Estuary & Watershed Science;;1546-2366;;;;TRI;;;;
Sandgrouse;;0260-4736;;;;SEM;;;;
Sandnats;;1367-7039;;;;TRI;;;;
Santa Barbara Museum Of Natural History Contributions In Science;;0099-5894;;;;IRR;;;;
Sante Publique;Sante Publique;0995-3914;2104-3841;;;BIM;;;;
Sao Paulo Instituto De Pesca Boletim Tecnico;;0103-1767;;;;IRR;;;;
Sao Paulo Instituto Geologico Boletim;;0100-431X;;;;IRR;;;;
Sao Paulo Medical Journal;Sao Paulo Med J;1516-3180;;;;BIM;;;;
Sapporo Medical Journal;Sapporo Igaku Zasshi;0036-472X;;;;BIM;;;;
Sar And Qsar In Environmental Research;Sar Qsar Environ Res;1062-936X;1029-046X;;;MON;;;;
Sarawak Museum Journal;;0375-3050;;;;ANN;;;;
Sarcoidosis Vasculitis And Diffuse Lung Diseases;Sarcoidosis Vasc Diffuse Lung Dis;1124-0490;;;;TRI;;;;
Sarcoma;Sarcoma;1357-714X;1369-1643;;;QUA;;;;
Satu Mare Studii Si Comunicare Seria Stiintele Naturale;;1582-201X;;;;ANN;;;;
Saude E Sociedade;;0104-1290;;;;QUA;;;;
Saudi Journal Of Biological Sciences;Saudi J Biol Sci;1319-562X;2213-7106;;;QUA;;;Elsevier;
Saudi Journal Of Gastroenterology;Saudi J Gastroenterol;1319-3767;1998-4049;;;BIM;;;;
Saudi Medical Journal;Saudi Med J;0379-5284;;;;MON;;;;
Saudi Pharmaceutical Journal;Saudi Pharm J;1319-0164;2213-7475;;;QUA;;;Elsevier;
Sauria;;0176-9391;;;;QUA;;;;
Saussurea;;0373-2525;;;;IRR;;;;
Sayabane;;2185-9787;;;;QUA;;;;
Sbornik Geologickych Ved Antropozoikum;;0036-5270;;;;IRR;;;;
Sbornik Jihoceskeho Muzea V Ceskych Budejovicich Prirodni Vedy;;0139-8172;;;;TRI;;;;
Sbornik Mathematics;;1064-5616;;;;BIM;;;;
Sbornik Narodniho Muzea V Praze Rada B Prirodni Vedy; Series B - Historia Naturalis;0036-5343;;;;QUA;;;;
Sbornik Severoceskeho Muzea Prirodni Vedy Scientiae Naturales;;0375-1686;;;;IRR;;;;
Sbornik Trudov Zoologicheskogo Muzeya Mgu;;0134-8647;;;;IRR;;;;
Sbornik Zapadoceskeho Muzea V Plzni Priroda;;0232-0738;;;;IRR;;;;
Scalable Computing-Practice And Experience;;1895-1767;;;;QUA;;;;
Scandia;Scandia;0036-5483;;;;SEM;;;;
Scandinavian Actuarial Journal;Scand Actuar J;0346-1238;;;;BIM;;;;
Scandinavian Cardiovascular Journal;Scand Cardiovasc J;1401-7431;1651-2006;;;BIM;;;;
Scandinavian Journal Of Caring Sciences;Scand J Caring Sci;0283-9318;1471-6712;;;QUA;;;Wiley;
Scandinavian Journal Of Clinical & Laboratory Investigation;Scand J Clin Lab Invest;0036-5513;1502-7686;;;BIM;;;;
Scandinavian Journal Of Economics;Scand J Econ;0347-0520;;;;QUA;;;Wiley;
Scandinavian Journal Of Educational Research;;0031-3831;1470-1170;;;BIM;;;;
Scandinavian Journal Of Forest Research;Scand J For Res;0282-7581;;;;BIM;;;;
Scandinavian Journal Of Gastroenterology;Scand J Gastroenterol;0036-5521;1502-7708;;;MON;;;;
Scandinavian Journal Of History;Scand J Hist;0346-8755;;;;BIM;;;;
Scandinavian Journal Of Hospitality And Tourism;;1502-2250;1502-2269;;;QUA;;;;
Scandinavian Journal Of Immunology;Scand J Immunol;0300-9475;1365-3083;;;MON;;;Wiley;
Scandinavian Journal Of Infectious Diseases;Scand J Infect Dis;0036-5548;1651-1980;;;MON;;;;
Scandinavian Journal Of Laboratory Animal Science;Scand J Lab Anim Sci;0901-3393;;;;QUA;;;;
Scandinavian Journal Of Management;;0956-5221;1873-3387;;;QUA;;;Elsevier;
Scandinavian Journal Of Medicine & Science In Sports;Scand J Med Sci Sports;0905-7188;1600-0838;;;BIM;;;Wiley;
Scandinavian Journal Of Occupational Therapy;;1103-8128;1651-2014;;;QUA;;;;
Scandinavian Journal Of Primary Health Care;Scand J Prim Health Care;0281-3432;1502-7724;;;QUA;;;;
Scandinavian Journal Of Psychology;Scand J Psychol;0036-5564;1467-9450;;;BIM;;;Wiley;
Scandinavian Journal Of Public Health;Scand J Public Health;1403-4948;1651-1905;;;BIM;;;;
Scandinavian Journal Of Rheumatology;Scand J Rheumatol;0300-9742;1502-7732;;;BIM;;;;
Scandinavian Journal Of Statistics;Scand Stat Theory Appl;0303-6898;;;;QUA;;;Wiley;
Scandinavian Journal Of Surgery;Scand J Surg;1457-4969;1799-7267;;;QUA;;;;
Scandinavian Journal Of The Old Testament;;0901-8328;1502-7244;;;SEM;;;;
Scandinavian Journal Of Trauma Resuscitation & Emergency Medicine; Resuscitation And Emergency Medicine;1757-7241;;;;IRR;;;;
Scandinavian Journal Of Urology;Scand J Urol;2168-1805;2168-1813;;;BIM;;;;
Scandinavian Journal Of Work Environment & Health; Environment And Health;0355-3140;1795-990X;;;BIM;;;;
Scandinavian Political Studies;Scan Polit Stud;0080-6757;1467-9477;;;QUA;;;Wiley;
Scandinavian Studies;Scand Stud;0036-5637;;;;QUA;;;;
Scandinavica;;0036-5653;;;;SEM;;;;
Scanning;Scanning;0161-0457;1932-8745;;;BIM;;;Wiley;
Schildkroeten Im Fokus;;1612-7900;;;;QUA;;;;
Schizophrenia Bulletin;;0586-7614;1745-1701;;;BIM;;;;
Schizophrenia Research;Schizophr Res;0920-9964;1573-2509;;;MON;;;Elsevier;
Schlechtendalia;;1436-2317;;;;IRR;;;;
Schmerz;Schmerz;0932-433X;1432-2129;;;BIM;;;Springer;
Schola Biotheoretica;;1736-4167;;;;ANN;;;;
School Effectiveness And School Improvement;;0924-3453;1744-5124;;;QUA;;;;
School Mental Health;School Ment Health;1866-2625;1866-2633;;;QUA;;;Springer;
School Psychology International;Sch Psychol Int;0143-0343;;;;BIM;;;;
School Psychology Quarterly;Sch Psychol Q;1045-3830;1939-1560;;;QUA;;;;
School Psychology Review;School Psych Rev;0279-6015;;;;QUA;;;;
Schriften Des Naturwissenschaftlichen Vereins Fuer Schleswig-Holstein;;0077-6165;;;;ANN;;;;
Schriften Zur Malakozoologie Aus Dem Haus Der Natur-Cismar; Cismar;0936-2959;;;;IRR;;;;
Schriftenreihe Fuer Landschaftspflege Und Naturschutz;;0341-7026;;;;IRR;;;;
Schubartiana;;1861-0366;;;;IRR;;;;
Schweizer Apothekerzeitung;;1420-4932;;;;IRR;;;;
Schweizer Archiv Fur Tierheilkunde;Schweiz Arch Tierheilkd;0036-7281;1664-2848;;;MON;;;;
Schweizerische Rundschau Fur Medizin Praxis;Praxis (Bern 1994);1661-8157;1661-8165;;;;;;;
Schweizerisches Archiv Fur Volkskunde;;0036-794X;;;;SEM;;;;
Science;Science;0036-8075;1095-9203;;;;;;;
Science & Education;;0926-7220;1573-1901;;;MON;;;Springer;
Science & Justice;Sci Justice;1355-0306;;;;QUA;;;Elsevier;
Science & Society;Sci Soc;0036-8237;;;;QUA;;;;
Science & Sports;Sci Sports;0765-1597;;;;BIM;;;Elsevier;
Science & Technology Libraries;Sci Technol Libr (New York;0194-262X;1541-1109;;;QUA;;;;
Science And Culture;;0036-8156;;;;MON;;;;
Science And Engineering Ethics;Sci Eng Ethics;1353-3452;1471-5546;;;QUA;;;Springer;
Science And Engineering Of Composite Materials;;0792-1233;;;;QUA;;;;
Science And Public Policy;Sci Public Policy;0302-3427;1471-5430;;;BIM;;;;
Science And Technology Of Advanced Materials;Sci Technol Adv Mater;1468-6996;;;;BIM;;;;
Science And Technology Of Energetic Materials;;1347-9466;;;;BIM;;;;
Science And Technology Of Nuclear Installations;;1687-6075;1687-6083;;;IRR;;;;
Science And Technology Of Welding And Joining;;1362-1718;1743-2936;;;BIM;;;;
Science As Culture;Sci Cult (Lond);0950-5431;;;;QUA;;;;
Science Bulletin;;2095-9273;;;;;;;;
Science Bulletin Of The Faculty Of Agriculture Kyushu University;;1347-0159;;;;SEM;;;;
Science China-Chemistry;Sci China Chem;1674-7291;1862-2771;;;MON;;;;
Science China-Earth Sciences;;1674-7313;1869-1897;;;MON;;;;
Science China-Information Sciences;;1674-733X;1862-2836;;;MON;;;;
Science China-Life Sciences;Sci China Life Sci;1674-7305;1869-1889;;;MON;;;;
Science China-Mathematics;Sci China Math;1674-7283;1869-1862;;;MON;;;;
Science China-Physics Mechanics & Astronomy; Mechanics And Astronomy;1674-7348;1869-1927;;;MON;;;;
Science China-Technological Sciences;;1674-7321;1862-281X;;;MON;;;;
Science Communication;Sci Commun;1075-5470;;;;BIM;;;;
Science Education;Sci Educ;0036-8326;1098-237X;;;BIM;;;Wiley;
Science Et Changements Planetaires-Secheresse;Secheresse;1147-7806;;;;QUA;;;;
Science For Conservation-Wellington;Sci. Conserv.;1173-2946;;;;IRR;;;;
Science In Context;Sci Context;0269-8897;;;;QUA;;;;
Science In New Guinea;Sci. New Guinea;0310-4303;;;;TRI;;;;
Science International-Lahore;Sci Int (Lahore);1013-5316;;;;QUA;;;;
Science Journal Of Kanagawa University;;1880-0483;;;;IRR;;;;
Science Of Advanced Materials;Sci Adv Mater;1947-2935;1947-2943;;;MON;;;;
Science Of Computer Programming;;0167-6423;;;;MON;;;Elsevier;
Science Of Nature;Naturwissenschaften;0028-1042;1432-1904;;;;;;Springer;
Science Of Sintering;;0350-820X;;;;TRI;;;;
Science Of The Total Environment;Sci Total Environ;0048-9697;1879-1026;;;;;;Elsevier;
Science Progress;Sci Prog;0036-8504;;;;QUA;;;;
Science Report Of The Toyohashi Museum Of Natural History;;0917-1703;;;;ANN;;;;
Science Report Of The Yokosuka City Museum;;0513-2622;;;;ANN;;;;
Science Reports Department Of Earth And Planetary Sciences Kyushu University;;0916-7315;;;;IRR;;;;
Science Reports Of Kanazawa University;;0022-8338;;;;SEM;;;;
Science Reports Of Niigata University Geology;;1349-1237;;;;ANN;;;;
Science Reports Of The Institute Of Geoscience University Of Tsukuba Section B Geological Sciences;;0388-6182;;;;ANN;;;;
Science Reports Of The Tohoku University Fourth Series-Biology;;0040-8786;;;;QUA;;;;
Science Signaling;;1945-0877;;;;;;;;
Science Technology & Human Values; Technology & Human Values;0162-2439;;;;BIM;;;;
Science Technology And Society; Technology And Society;0971-7218;;;;TRI;;;;
Science Translational Medicine;Sci Transl Med;1946-6234;1946-6242;;;;;;;
Science World Journal;;1597-6343;;;;QUA;;;;
Science-Fiction Studies;;0091-7729;;;;TRI;;;;
Scienceasia;Sci. Asia;1513-1874;;;;QUA;;;;
Sciences Sociales Et Sante;Sci Soc Sante;0294-0337;;;;QUA;;;;
Scientia Agricola;Sci Agric;0103-9016;;;;BIM;;;;
Scientia Agricultura Sinica;Zhongguo Nong Ye Ke Xue;0578-1752;;;;MON;;;;
Scientia Cucba;;1665-8493;;;;SEM;;;;
Scientia Forestalis;;1413-9324;;;;QUA;;;;
Scientia Gerundensis;;0213-5930;;;;ANN;;;;
Scientia Horticulturae;Sci Hortic (Amsterdam);0304-4238;;;;MON;;;Elsevier;
Scientia Iranica;;1026-3098;;;;BIM;;;Elsevier;
Scientia Marina;;0214-8358;1886-8134;;;QUA;;;;
Scientia Parasitologica;;1582-1366;;;;QUA;;;;
Scientia Pharmaceutica;Sci Pharm;0036-8709;2218-0532;;;QUA;;;;
Scientia Silvae Sinicae;Lin Ye Ke Xue (1979);1001-7488;;;;BIM;;;;
Scientific American;Sci Am;0036-8733;;;;MON;;;Nature Publishing Group;
Scientific Annals Of Computer Science;;1843-8121;;;;ANN;;;;
Scientific Papers Natural History Museum The University Of Kansas;Sci. Pap. Univ. Kansas Nat. Hist. Mus.;1094-0782;;;;IRR;;;;
Scientific Programming;Sci Program;1058-9244;1875-919X;;;QUA;;;;
Scientific Publications Of The Science Museum Of Minnesota;;0161-4452;;;;IRR;;;;
Scientific Report Of The Graduate School Of Agriculture And Biological Sciences Osaka Prefecture University;;1346-1575;;;;ANN;;;;
Scientific Reports;Sci Rep;2045-2322;;;;IRR;;;Nature Publishing Group;
Scientific Reports Of Hokkaido Fisheries Research Institutes;;2185-3290;;;;SEM;;;;
Scientific Reports Of Kyoto Prefectural University Life And Environmental Sciences;;1882-6946;;;;ANN;;;;
Scientific Reports Of The Faculty Of Agriculture Meijo University;;0910-3376;;;;ANN;;;;
Scientific Studies Of Reading;Sci Stud Read;1088-8438;;;;BIM;;;;
Scientific Temper;;0976-8653;;;;SEM;;;;
Scientifica Acta;;1973-5219;;;;QUA;;;;
Scientist;Scientist;0890-3670;1945-5127;;;MON;;;;
Scientometrics;Scientometrics;0138-9130;;;;MON;;;Springer;
Scissortail;;0582-2637;;;;QUA;;;;
Scopolia;;0351-0077;;;;IRR;;;;
Scopus;;0250-4162;;;;SEM;;;;
Scorpion Files Occasional Papers;;1504-7342;;;;IRR;;;;
Scottish Birds;;0036-9144;;;;QUA;;;;
Scottish Forestry;;0036-9217;;;;QUA;;;;
Scottish Geographical Journal;;1470-2541;1751-665X;;;QUA;;;;
Scottish Historical Review;Scott Hist Rev;0036-9241;;;;SEM;;;;
Scottish Journal Of Geology;;0036-9276;;;;SEM;;;;
Scottish Journal Of Political Economy;Scott J Polit Econ;0036-9292;;;;BIM;;;Wiley;
Scottish Journal Of Theology;;0036-9306;;;;QUA;;;;
Scottish Literary Review;;1756-5634;;;;SEM;;;;
Scottish Medical Journal;;0036-9330;2045-6441;;;QUA;;;;
Scottish Natural Heritage Commissioned Report;;1759-4014;;;;IRR;;;;
Screen;;0036-9543;1460-2474;;;QUA;;;;
Scriblerian And The Kit-Cats;;0036-9640;;;;SEM;;;;
Scrip;;0143-7690;;;;;;;;
Scripta Geologica-Leiden;;0375-7587;;;;IRR;;;;
Scripta Geology-Brno;;1211-281X;;;;IRR;;;;
Scripta Materialia;Scr Mater;1359-6462;;;;;;;Elsevier;
Scripta Musei Geologici Seminarii Barcinonensis-Series Malacologica;;1135-0105;;;;IRR;;;;
Scripta Musei Geologici Seminarii Barcinonensis-Series Palaeontologica;;1135-0105;;;;IRR;;;;
Scripta Nova-Revista Electronica De Geografia Y Ciencias Sociales;;1138-9788;;;;IRR;;;;
Scripta Scientiarum Naturalium;;1800-8356;;;;ANN;;;;
Scriptorium;Scriptorium;0036-9772;;;;SEM;;;;
Sculpture Journal;;1366-2724;1756-9923;;;SEM;;;;
Sculpture Review;;0747-5284;;;;QUA;;;;
Sdu Fen Edebiyat Fakultesi Fen Dergisi;;1306-7575;;;;SEM;;;;
Sea Swallow;;0959-4787;;;;ANN;;;;
Sea Technology;;0093-3651;;;;MON;;;;
Sea-Seoul;Pada;1226-2978;;;;QUA;;;;
Seabird;;0267-9310;;;;ANN;;;;
Seabird Group Newsletter;;0962-5445;;;;IRR;;;;
Second Language Research;Second Lang Res;0267-6583;1477-0326;;;QUA;;;;
Securities Regulation Law Journal;;0097-9554;;;;QUA;;;;
Security And Communication Networks;;1939-0114;1939-0122;;;;;;Wiley;
Security Dialogue;;0967-0106;1460-3640;;;BIM;;;;
Security Journal;;0955-1662;1743-4645;;;QUA;;;;
Security Studies;;0963-6412;1556-1852;;;QUA;;;;
Sederi-Yearbook Of The Spanish And Portuguese Society For English Renaissance Studies;;1135-7789;;;;ANN;;;;
Sedimentary Geology;Sediment. Geol.;0037-0738;;;;MON;;;Elsevier;
Sedimentology;Sedimentology;0037-0746;;;;BIM;;;Wiley;
Seed Research;;0379-5594;;;;SEM;;;;
Seed Science And Technology;;0251-0952;;;;TRI;;;;
Seed Science Research;Seed Sci Res;0960-2585;;;;QUA;;;;
Seed Technology;;1096-0724;;;;SEM;;;;
Seevoegel;;0722-2947;;;;QUA;;;;
Sefarad;Al Qantara;0037-0894;;;;SEM;;;;
Seiken Ziho;;0080-8539;;;;ANN;;;;
Seismological Research Letters;;0895-0695;1938-2057;;;BIM;;;;
Seizieme Siecle;;1774-4466;;;;ANN;;;;
Seizure-European Journal Of Epilepsy;Seizure;1059-1311;1532-2688;;;MON;;;;
Sekretar;;1612-2399;;;;SEM;;;;
Sel Skokhozyaistvennaya Biologiya;;0131-6397;;;;BIM;;;;
Selbyana;Selbyana;0361-185X;;;;QUA;;;;
Selecta Mathematica-New Series; New Series;1022-1824;1420-9020;;;QUA;;;Springer;
Selevinia;;1024-7688;;;;QUA;;;;
Self And Identity;Self Identity;1529-8868;1529-8876;;;BIM;;;;
Semantic Web;Semant Web;1570-0844;2210-4968;;;BIM;;;;
Semiconductor Science And Technology;;0268-1242;1361-6641;;;MON;;;;
Semiconductors;;1063-7826;1090-6479;;;MON;;;Springer;
Semiconductors And Semimetals;;0080-8784;;;;SEM;;;Elsevier;
Semigroup Forum;;0037-1912;1432-2137;;;BIM;;;Springer;
Semina Ciencias Biologicas E Da Saude;;1676-5435;;;;SEM;;;;
Semina-Ciencias Agrarias;;1676-546X;1679-0359;;;QUA;;;;
Seminar-A Journal Of Germanic Studies;;0037-1939;1911-026X;;;QUA;;;;
Seminars In Arthritis And Rheumatism;Semin Arthritis Rheum;0049-0172;1532-866X;;;BIM;;;Elsevier;
Seminars In Cancer Biology;Semin Cancer Biol;1044-579X;1096-3650;;;BIM;;;Elsevier;
Seminars In Cell & Developmental Biology;Semin Cell Dev Biol;1084-9521;1096-3634;;;MON;;;Elsevier;
Seminars In Cutaneous Medicine And Surgery;Semin Cutan Med Surg;1085-5629;1558-0768;;;QUA;;;;
Seminars In Diagnostic Pathology;Semin Diagn Pathol;0740-2570;;;;QUA;;;Elsevier;
Seminars In Dialysis;Semin Dial;0894-0959;1525-139X;;;BIM;;;Wiley;
Seminars In Fetal & Neonatal Medicine;Semin Fetal Neonatal Med;1744-165X;1878-0946;;;BIM;;;Elsevier;
Seminars In Hearing;Semin Hear;0734-0451;1098-8955;;;QUA;;;;
Seminars In Hematology;Semin Hematol;0037-1963;1532-8686;;;QUA;;;Elsevier;
Seminars In Immunology;Semin Immunol;1044-5323;1096-3618;;;BIM;;;Elsevier;
Seminars In Immunopathology;Semin Immunopathol;1863-2297;1863-2300;;;QUA;;;Springer;
Seminars In Liver Disease;Semin Liver Dis;0272-8087;1098-8971;;;QUA;;;;
Seminars In Musculoskeletal Radiology;Semin Musculoskelet Radiol;1089-7860;1098-898X;;;BIM;;;;
Seminars In Nephrology;Semin Nephrol;0270-9295;1558-4488;;;BIM;;;Elsevier;
Seminars In Neurology;Semin Neurol;0271-8235;1098-9021;;;BIM;;;;
Seminars In Nuclear Medicine;Semin Nucl Med;0001-2998;1558-4623;;;QUA;;;Elsevier;
Seminars In Oncology;Semin Oncol;0093-7754;1532-8708;;;BIM;;;Elsevier;
Seminars In Ophthalmology;Semin Ophthalmol;0882-0538;1744-5205;;;BIM;;;;
Seminars In Orthodontics;Semin Orthod;1073-8746;;;;QUA;;;Elsevier;
Seminars In Pediatric Neurology;Semin Pediatr Neurol;1071-9091;1558-0776;;;QUA;;;Elsevier;
Seminars In Pediatric Surgery;Semin Pediatr Surg;1055-8586;1532-9453;;;QUA;;;Elsevier;
Seminars In Perinatology;Semin Perinatol;0146-0005;1558-075X;;;BIM;;;Elsevier;
Seminars In Radiation Oncology;Semin Radiat Oncol;1053-4296;1532-9461;;;QUA;;;Elsevier;
Seminars In Reproductive Medicine;Semin Reprod Med;1526-8004;1526-4564;;;BIM;;;;
Seminars In Respiratory And Critical Care Medicine;Semin Respir Crit Care Med;1069-3424;1098-9048;;;BIM;;;;
Seminars In Roentgenology;Semin Roentgenol;0037-198X;1558-4658;;;QUA;;;Elsevier;
Seminars In Speech And Language;Semin Speech Lang;0734-0478;1098-9056;;;QUA;;;;
Seminars In Thrombosis And Hemostasis;Semin Thromb Hemost;0094-6176;1098-9064;;;BIM;;;;
Seminars In Ultrasound Ct And Mri; Ct And Mri;0887-2171;1558-5034;;;BIM;;;Elsevier;
Seminars In Vascular Surgery;Semin Vasc Surg;0895-7967;1558-4518;;;QUA;;;Elsevier;
Semiotica;Semiotica;0037-1998;;;;BIM;;;;
Sen-I Gakkaishi;;0037-9875;;;;MON;;;;
Senckenberg-Natur Forschung Museum;;2191-5911;;;;BIM;;;;
Senses & Society;;1745-8927;1745-8935;;;TRI;;;;
Sensor Review;;0260-2288;;;;QUA;;;;
Sensornye Sistemy;;0235-0092;;;;QUA;;;;
Sensors;Sensors (Basel);1424-8220;;;;MON;;;;
Sensors And Actuators A-Physical; A: Physical;0924-4247;;;;MON;;;Elsevier;
Sensors And Actuators B-Chemical; B: Chemical;0925-4005;;;;MON;;;Elsevier;
Sensors And Materials;;0914-4935;;;;BIM;;;;
Separation And Purification Reviews;;1542-2119;1542-2127;;;QUA;;;;
Separation And Purification Technology;;1383-5866;;;;;;;Elsevier;
Separation Science And Technology;Sep Sci Technol;0149-6395;1520-5754;;;;;;;
Sepilok Bulletin;;1823-0067;;;;SEM;;;;
Sequential Analysis-Design Methods And Applications;Seq Anal;0747-4946;1532-4176;;;QUA;;;;
Serangga;;1394-5130;;;;SEM;;;;
Serbian Astronomical Journal;;1450-698X;;;;SEM;;;;
Serials Review;;0098-7913;;;;QUA;;;;
Serie Conservacion De La Naturaleza;;0325-9625;;;;IRR;;;;
Serie Correlacion Geologica;;1514-4186;;;;IRR;;;;
Series Of Ecological Assessments On Arterial Drainage Maintenance;;1649-9840;;;;IRR;;;;
Series-Journal Of The Spanish Economic Association;;1869-4187;1869-4195;;;QUA;;;Springer;
Serket;;1110-502X;;;;SEM;;;;
Service Business;;1862-8516;1862-8508;;;QUA;;;Springer;
Service Geologique De Belgique Professional Paper;;0378-0902;;;;IRR;;;;
Service Industries Journal;;0264-2069;1743-9507;;;;;;;
Service Oriented Computing And Applications;;1863-2386;1863-2394;;;QUA;;;Springer;
Seshaiyana;;0971-8656;;;;SEM;;;;
Sessile Organisms;;1342-4181;;;;SEM;;;;
Set-Valued And Variational Analysis;;1877-0533;1877-0541;;;QUA;;;Springer;
Seventeenth Century;Seventeenth Century;0268-117X;;;;QUA;;;;
Seventeenth-Century French Studies;Seventeenth Century Fr Stud;0265-1068;;;;SEM;;;;
Sewanee Review;;0037-3052;1934-421X;;;QUA;;;;
Sex Education-Sexuality Society And Learning;Sex Educ;1468-1811;1472-0825;;;BIM;;;;
Sex Roles;Sex Roles;0360-0025;;;;BIM;;;Springer;
Sexual & Reproductive Healthcare;Sex Reprod Healthc;1877-5756;1877-5764;;;QUA;;;Elsevier;
Sexual Abuse-A Journal Of Research And Treatment;Sex Abuse;1079-0632;1573-286X;;;BIM;;;;
Sexual And Relationship Therapy;Sex Relation Ther;1468-1994;1468-1749;;;QUA;;;;
Sexual Development;Sex Dev;1661-5425;1661-5433;;;BIM;;;;
Sexual Health;Sex Health;1448-5028;1449-8987;;;BIM;;;;
Sexualities;Sexualities;1363-4607;1461-7382;;;BIM;;;;
Sexuality And Disability;Sex Disabil;0146-1044;;;;QUA;;;Springer;
Sexuality Research And Social Policy;Sex Res Social Policy;1868-9884;1868-9884;;;QUA;;;Springer;
Sexually Transmitted Diseases;Sex Transm Dis;0148-5717;1537-4521;;;MON;;;;
Sexually Transmitted Infections;Sex Transm Infect;1368-4973;1472-3263;;;BIM;;;;
Sgu Series C Research Papers;;1103-3371;;;;IRR;;;;
Shakespeare;;1745-0918;1745-0926;;;QUA;;;;
Shakespeare Quarterly;;0037-3222;1538-3555;;;QUA;;;;
Shakespeare Survey;;0080-9152;;;;ANN;;;;
Shanghai Haiyang Daxue Xuebao;Shanghai Hai Yang Da Xue Xue Bao;1674-5566;;;;;;;;
Shanxi Daxue Xuebao Ziran Kexue Ban;;0253-2395;;;;QUA;;;;
Shaw-The Annual Of Bernard Shaw Studies;;0741-5842;;;;ANN;;;;
Shell Discoveries;;2195-2396;;;;SEM;;;;
Shenandoah;;0037-3583;;;;SEM;;;;
Shengming Kexue Yanjiu;Sheng Ming Ke Xue Yan Jiu;1007-7847;;;;QUA;;;;
Shenyang Shifan Daxue Xuebao Ziran Kexue Ban;;1673-5862;;;;QUA;;;;
Shetland Bird Report;;1364-4149;;;;ANN;;;;
Shijie Dizhi;;1004-5589;;;;QUA;;;;
Shika Igaku;;0030-6150;;;;QUA;;;;
Shikwa Gakuho;Shikwa Gakuho;0037-3710;;;;IRR;;;;
Shilap-Revista De Lepidopterologia;Shilap Soc Hispano Luso Am Lepid;0300-5267;;;;QUA;;;;
Ships And Offshore Structures;;1744-5302;1754-212X;;;BIM;;;;
